rating_key,title,parent_title,grandparent_title,full_title,parent_media_index,media_index,media_type,studio,started,stopped,seconds,start_time,end_time,,,,,,,,,,,,
11374,Roaring Muscles,Season 1,My Hero Academia,My Hero Academia - Roaring Muscles,1,3,episode,Nippon TV,1587885081,1587885753,672,4/26/20 3:11 AM,4/26/20 3:22 AM,,,,,,,,,,,,
11375,Start Line,Season 1,My Hero Academia,My Hero Academia - Start Line,1,4,episode,Nippon TV,1587886703,1587888013,1310,4/26/20 3:38 AM,4/26/20 4:00 AM,,,,,,,,,,,,
11376,What I Can Do for Now,Season 1,My Hero Academia,My Hero Academia - What I Can Do for Now,1,5,episode,Nippon TV,1587888017,1587888816,799,4/26/20 4:00 AM,4/26/20 4:13 AM,,,,,,,,,,,,
11377,"Rage, You Damn Nerd",Season 1,My Hero Academia,"My Hero Academia - Rage, You Damn Nerd",1,6,episode,Nippon TV,1587889483,1587890869,1386,4/26/20 4:24 AM,4/26/20 4:47 AM,,,,,,,,,,,,
11378,Deku vs. Kacchan,Season 1,My Hero Academia,My Hero Academia - Deku vs. Kacchan,1,7,episode,Nippon TV,1587890935,1587892165,1230,4/26/20 4:48 AM,4/26/20 5:09 AM,,,,,,,,,,,,
11379,Bakugo's Start Line,Season 1,My Hero Academia,My Hero Academia - Bakugo's Start Line,1,8,episode,Nippon TV,1587892166,1587893609,1443,4/26/20 5:09 AM,4/26/20 5:33 AM,,,,,,,,,,,,
11380,"Yeah, Just Do Your Best, Iida!",Season 1,My Hero Academia,"My Hero Academia - Yeah, Just Do Your Best, Iida!",1,9,episode,Nippon TV,1587924268,1587924484,216,4/26/20 2:04 PM,4/26/20 2:08 PM,,,,,,,,,,,,
11381,Encounter With the Unknown,Season 1,My Hero Academia,My Hero Academia - Encounter With the Unknown,1,10,episode,Nippon TV,1587925630,1587926922,1292,4/26/20 2:27 PM,4/26/20 2:48 PM,,,,,,,,,,,,
11382,Game Over,Season 1,My Hero Academia,My Hero Academia - Game Over,1,11,episode,Nippon TV,1587949961,1587951340,1379,4/26/20 9:12 PM,4/26/20 9:35 PM,,,,,,,,,,,,
11383,All Might,Season 1,My Hero Academia,My Hero Academia - All Might,1,12,episode,Nippon TV,1587951344,1587951529,185,4/26/20 9:35 PM,4/26/20 9:38 PM,,,,,,,,,,,,
11384,In Each of Our Hearts,Season 1,My Hero Academia,My Hero Academia - In Each of Our Hearts,1,13,episode,Nippon TV,1587952793,1587954654,1861,4/26/20 9:59 PM,4/26/20 10:30 PM,,,,,,,,,,,,
11346,"That's the Idea, Ochaco",Season 2,My Hero Academia,"My Hero Academia - That's the Idea, Ochaco",2,1,episode,Nippon TV,1587956924,1587958524,1600,4/26/20 11:08 PM,4/26/20 11:35 PM,,,,,,,,,,,,
11347,Roaring Sports Festival,Season 2,My Hero Academia,My Hero Academia - Roaring Sports Festival,2,2,episode,Nippon TV,1587958540,1587958793,253,4/26/20 11:35 PM,4/26/20 11:39 PM,,,,,,,,,,,,
11348,In Their Own Quirky Ways,Season 2,My Hero Academia,My Hero Academia - In Their Own Quirky Ways,2,3,episode,Nippon TV,1587959939,1587961212,1273,4/26/20 11:58 PM,4/27/20 12:20 AM,,,,,,,,,,,,
11349,"Strategy, Strategy, Strategy",Season 2,My Hero Academia,"My Hero Academia - Strategy, Strategy, Strategy",2,4,episode,Nippon TV,1587961214,1587962503,1289,4/27/20 12:20 AM,4/27/20 12:41 AM,,,,,,,,,,,,
11350,Cavalry Battle Finale,Season 2,My Hero Academia,My Hero Academia - Cavalry Battle Finale,2,5,episode,Nippon TV,1587962505,1587963749,1244,4/27/20 12:41 AM,4/27/20 1:02 AM,,,,,,,,,,,,
11351,The Boy Born with Everything,Season 2,My Hero Academia,My Hero Academia - The Boy Born with Everything,2,6,episode,Nippon TV,1587963751,1587965154,1403,4/27/20 1:02 AM,4/27/20 1:25 AM,,,,,,,,,,,,
11352,Victory or Defeat,Season 2,My Hero Academia,My Hero Academia - Victory or Defeat,2,7,episode,Nippon TV,1587965763,1587967091,1328,4/27/20 1:36 AM,4/27/20 1:58 AM,,,,,,,,,,,,
11353,"Battle on, Challengers!",Season 2,My Hero Academia,"My Hero Academia - Battle on, Challengers!",2,8,episode,Nippon TV,1587967096,1587968375,1279,4/27/20 1:58 AM,4/27/20 2:19 AM,,,,,,,,,,,,
11354,Bakugo vs. Uraraka,Season 2,My Hero Academia,My Hero Academia - Bakugo vs. Uraraka,2,9,episode,Nippon TV,1587968378,1587969650,1272,4/27/20 2:19 AM,4/27/20 2:40 AM,,,,,,,,,,,,
11355,Shoto Todoroki: Origin,Season 2,My Hero Academia,My Hero Academia - Shoto Todoroki: Origin,2,10,episode,Nippon TV,1587969655,1587971139,1484,4/27/20 2:40 AM,4/27/20 3:05 AM,,,,,,,,,,,,
11356,"Fight on, Iida",Season 2,My Hero Academia,"My Hero Academia - Fight on, Iida",2,11,episode,Nippon TV,1587971289,1587972583,1294,4/27/20 3:08 AM,4/27/20 3:29 AM,,,,,,,,,,,,
11357,Todoroki vs. Bakugo,Season 2,My Hero Academia,My Hero Academia - Todoroki vs. Bakugo,2,12,episode,Nippon TV,1587972586,1587973961,1375,4/27/20 3:29 AM,4/27/20 3:52 AM,,,,,,,,,,,,
11358,Time to Pick Some Names,Season 2,My Hero Academia,My Hero Academia - Time to Pick Some Names,2,13,episode,Nippon TV,1588012209,1588013724,1515,4/27/20 2:30 PM,4/27/20 2:55 PM,,,,,,,,,,,,
11359,Bizarre! Gran Torino Appears,Season 2,My Hero Academia,My Hero Academia - Bizarre! Gran Torino Appears,2,14,episode,Nippon TV,1588013729,1588017144,3415,4/27/20 2:55 PM,4/27/20 3:52 PM,,,,,,,,,,,,
11360,Midoriya and Shigaraki,Season 2,My Hero Academia,My Hero Academia - Midoriya and Shigaraki,2,15,episode,Nippon TV,1588017154,1588017510,356,4/27/20 3:52 PM,4/27/20 3:58 PM,,,,,,,,,,,,
11361,Hero Killer: Stain vs. U.A. Students,Season 2,My Hero Academia,My Hero Academia - Hero Killer: Stain vs. U.A. Students,2,16,episode,Nippon TV,1588023576,1588024824,1248,4/27/20 5:39 PM,4/27/20 6:00 PM,,,,,,,,,,,,
11362,Climax,Season 2,My Hero Academia,My Hero Academia - Climax,2,17,episode,Nippon TV,1588024836,1588026154,1318,4/27/20 6:00 PM,4/27/20 6:22 PM,,,,,,,,,,,,
11363,The Aftermath of Hero Killer: Stain,Season 2,My Hero Academia,My Hero Academia - The Aftermath of Hero Killer: Stain,2,18,episode,Nippon TV,1588026156,1588027287,1131,4/27/20 6:22 PM,4/27/20 6:41 PM,,,,,,,,,,,,
11364,Everyone's Internships,Season 2,My Hero Academia,My Hero Academia - Everyone's Internships,2,19,episode,Nippon TV,1588028703,1588029902,1199,4/27/20 7:05 PM,4/27/20 7:25 PM,,,,,,,,,,,,
11365,Listen Up!! A Tale from the Past,Season 2,My Hero Academia,My Hero Academia - Listen Up!! A Tale from the Past,2,20,episode,Nippon TV,1588029904,1588031347,1443,4/27/20 7:25 PM,4/27/20 7:49 PM,,,,,,,,,,,,
11366,Gear Up for Final Exams,Season 2,My Hero Academia,My Hero Academia - Gear Up for Final Exams,2,21,episode,Nippon TV,1588031349,1588032761,1412,4/27/20 7:49 PM,4/27/20 8:12 PM,,,,,,,,,,,,
11367,Yaoyorozu: Rising,Season 2,My Hero Academia,My Hero Academia - Yaoyorozu: Rising,2,22,episode,Nippon TV,1588038324,1588039633,1309,4/27/20 9:45 PM,4/27/20 10:07 PM,,,,,,,,,,,,
11368,Stripping the Varnish,Season 2,My Hero Academia,My Hero Academia - Stripping the Varnish,2,23,episode,Nippon TV,1588039635,1588041107,1472,4/27/20 10:07 PM,4/27/20 10:31 PM,,,,,,,,,,,,
11369,Katsuki Bakugo: Origin,Season 2,My Hero Academia,My Hero Academia - Katsuki Bakugo: Origin,2,24,episode,Nippon TV,1588041111,1588042388,1277,4/27/20 10:31 PM,4/27/20 10:53 PM,,,,,,,,,,,,
11370,Encounter,Season 2,My Hero Academia,My Hero Academia - Encounter,2,25,episode,Nippon TV,1588042392,1588043781,1389,4/27/20 10:53 PM,4/27/20 11:16 PM,,,,,,,,,,,,
11320,Game Start,Season 3,My Hero Academia,My Hero Academia - Game Start,3,1,episode,Nippon TV,1588059689,1588061493,1804,4/28/20 3:41 AM,4/28/20 4:11 AM,,,,,,,,,,,,
11321,"Wild, Wild Pussycats",Season 3,My Hero Academia,"My Hero Academia - Wild, Wild Pussycats",3,2,episode,Nippon TV,1588115276,1588115462,186,4/28/20 7:07 PM,4/28/20 7:11 PM,,,,,,,,,,,,
11322,Kota,Season 3,My Hero Academia,My Hero Academia - Kota,3,3,episode,Nippon TV,1588122994,1588124314,1320,4/28/20 9:16 PM,4/28/20 9:38 PM,,,,,,,,,,,,
11323,My Hero,Season 3,My Hero Academia,My Hero Academia - My Hero,3,4,episode,Nippon TV,1588124321,1588125607,1286,4/28/20 9:38 PM,4/28/20 10:00 PM,,,,,,,,,,,,
11324,"Drive It Home, Iron Fist!!!",Season 3,My Hero Academia,"My Hero Academia - Drive It Home, Iron Fist!!!",3,5,episode,Nippon TV,1588125617,1588126938,1321,4/28/20 10:00 PM,4/28/20 10:22 PM,,,,,,,,,,,,
11325,Roaring Upheaval,Season 3,My Hero Academia,My Hero Academia - Roaring Upheaval,3,6,episode,Nippon TV,1588128348,1588129887,1539,4/28/20 10:45 PM,4/28/20 11:11 PM,,,,,,,,,,,,
11326,What a Twist!,Season 3,My Hero Academia,My Hero Academia - What a Twist!,3,7,episode,Nippon TV,1588129896,1588131268,1372,4/28/20 11:11 PM,4/28/20 11:34 PM,,,,,,,,,,,,
11327,From Iida to Midoriya,Season 3,My Hero Academia,My Hero Academia - From Iida to Midoriya,3,8,episode,Nippon TV,1588131279,1588132694,1415,4/28/20 11:34 PM,4/28/20 11:58 PM,,,,,,,,,,,,
11328,All For One,Season 3,My Hero Academia,My Hero Academia - All For One,3,9,episode,Nippon TV,1588132694,1588132928,234,4/28/20 11:58 PM,4/29/20 12:02 AM,,,,,,,,,,,,
11329,Symbol of Peace,Season 3,My Hero Academia,My Hero Academia - Symbol of Peace,3,10,episode,Nippon TV,1588133984,1588135014,1030,4/29/20 12:19 AM,4/29/20 12:36 AM,,,,,,,,,,,,
11330,One For All,Season 3,My Hero Academia,My Hero Academia - One For All,3,11,episode,Nippon TV,1588135485,1588135629,144,4/29/20 12:44 AM,4/29/20 12:47 AM,,,,,,,,,,,,
11331,"End of the Beginning, Beginning of the End",Season 3,My Hero Academia,"My Hero Academia - End of the Beginning, Beginning of the End",3,12,episode,Nippon TV,1588141110,1588142563,1453,4/29/20 2:18 AM,4/29/20 2:42 AM,,,,,,,,,,,,
11332,Moving into Dorms,Season 3,My Hero Academia,My Hero Academia - Moving into Dorms,3,13,episode,Nippon TV,1588142570,1588144557,1987,4/29/20 2:42 AM,4/29/20 3:15 AM,,,,,,,,,,,,
11333,Create Those Ultimate Moves,Season 3,My Hero Academia,My Hero Academia - Create Those Ultimate Moves,3,14,episode,Nippon TV,1588227608,1588229151,1543,4/30/20 2:20 AM,4/30/20 2:45 AM,,,,,,,,,,,,
11334,The Test,Season 3,My Hero Academia,My Hero Academia - The Test,3,15,episode,Nippon TV,1588229183,1588230776,1593,4/30/20 2:46 AM,4/30/20 3:12 AM,,,,,,,,,,,,
11335,Shiketsu High Lurking,Season 3,My Hero Academia,My Hero Academia - Shiketsu High Lurking,3,16,episode,Nippon TV,1588280872,1588282284,1412,4/30/20 5:07 PM,4/30/20 5:31 PM,,,,,,,,,,,,
11336,Class 1-A,Season 3,My Hero Academia,My Hero Academia - Class 1-A,3,17,episode,Nippon TV,1588282519,1588283840,1321,4/30/20 5:35 PM,4/30/20 5:57 PM,,,,,,,,,,,,
11337,RUSH!,Season 3,My Hero Academia,My Hero Academia - RUSH!,3,18,episode,Nippon TV,1588283882,1588285240,1358,4/30/20 5:58 PM,4/30/20 6:20 PM,,,,,,,,,,,,
11338,Rescue Exercises,Season 3,My Hero Academia,My Hero Academia - Rescue Exercises,3,19,episode,Nippon TV,1588285272,1588286792,1520,4/30/20 6:21 PM,4/30/20 6:46 PM,,,,,,,,,,,,
11339,Special Episode - Save the World with Love!,Season 3,My Hero Academia,My Hero Academia - Special Episode - Save the World with Love!,3,20,episode,Nippon TV,1588287551,1588288752,1201,4/30/20 6:59 PM,4/30/20 7:19 PM,,,,,,,,,,,,
11340,What's the Big Idea?,Season 3,My Hero Academia,My Hero Academia - What's the Big Idea?,3,21,episode,Nippon TV,1588288844,1588290170,1326,4/30/20 7:20 PM,4/30/20 7:42 PM,,,,,,,,,,,,
11341,A Talk About Your Quirk,Season 3,My Hero Academia,My Hero Academia - A Talk About Your Quirk,3,22,episode,Nippon TV,1588383255,1588384685,1430,5/1/20 9:34 PM,5/1/20 9:58 PM,,,,,,,,,,,,
11342,"Deku vs. Kacchan, Part 2",Season 3,My Hero Academia,"My Hero Academia - Deku vs. Kacchan, Part 2",3,23,episode,Nippon TV,1588384709,1588386104,1395,5/1/20 9:58 PM,5/1/20 10:21 PM,,,,,,,,,,,,
11343,A Season for Encounters,Season 3,My Hero Academia,My Hero Academia - A Season for Encounters,3,24,episode,Nippon TV,1588386179,1588387525,1346,5/1/20 10:22 PM,5/1/20 10:45 PM,,,,,,,,,,,,
11344,Unrivaled,Season 3,My Hero Academia,My Hero Academia - Unrivaled,3,25,episode,Nippon TV,1588387557,1588388954,1397,5/1/20 10:45 PM,5/1/20 11:09 PM,,,,,,,,,,,,
22359,The Scoop on U.A. Class 1-A,Season 4,My Hero Academia,My Hero Academia - The Scoop on U.A. Class 1-A,4,1,episode,Nippon TV,1589595984,1589597362,1378,5/15/20 10:26 PM,5/15/20 10:49 PM,,,,,,,,,,,,
22360,Overhaul,Season 4,My Hero Academia,My Hero Academia - Overhaul,4,2,episode,Nippon TV,1589597449,1589599147,1698,5/15/20 10:50 PM,5/15/20 11:19 PM,,,,,,,,,,,,
22361,Boy Meets...,Season 4,My Hero Academia,My Hero Academia - Boy Meets...,4,3,episode,Nippon TV,1589599193,1589600633,1440,5/15/20 11:19 PM,5/15/20 11:43 PM,,,,,,,,,,,,
22362,Fighting Fate,Season 4,My Hero Academia,My Hero Academia - Fighting Fate,4,4,episode,Nippon TV,1589600668,1589601979,1311,5/15/20 11:44 PM,5/16/20 12:06 AM,,,,,,,,,,,,
22363,"Let's Go, Gutsy Red Riot",Season 4,My Hero Academia,"My Hero Academia - Let's Go, Gutsy Red Riot",4,5,episode,Nippon TV,1589602012,1589603520,1508,5/16/20 12:06 AM,5/16/20 12:32 AM,,,,,,,,,,,,
22364,An Unpleasant Talk,Season 4,My Hero Academia,My Hero Academia - An Unpleasant Talk,4,6,episode,Nippon TV,1589603549,1589604886,1337,5/16/20 12:32 AM,5/16/20 12:54 AM,,,,,,,,,,,,
22365,GO!!,Season 4,My Hero Academia,My Hero Academia - GO!!,4,7,episode,Nippon TV,1590028002,1590029434,1432,5/20/20 10:26 PM,5/20/20 10:50 PM,,,,,,,,,,,,
22366,Suneater of the Big Three,Season 4,My Hero Academia,My Hero Academia - Suneater of the Big Three,4,8,episode,Nippon TV,1590029462,1590030813,1351,5/20/20 10:51 PM,5/20/20 11:13 PM,,,,,,,,,,,,
22367,Red Riot,Season 4,My Hero Academia,My Hero Academia - Red Riot,4,9,episode,Nippon TV,1590031525,1590032842,1317,5/20/20 11:25 PM,5/20/20 11:47 PM,,,,,,,,,,,,
22368,Temp Squad,Season 4,My Hero Academia,My Hero Academia - Temp Squad,4,10,episode,Nippon TV,1590032873,1590034193,1320,5/20/20 11:47 PM,5/21/20 12:09 AM,,,,,,,,,,,,
22369,Lemillion,Season 4,My Hero Academia,My Hero Academia - Lemillion,4,11,episode,Nippon TV,1590034452,1590035732,1280,5/21/20 12:14 AM,5/21/20 12:35 AM,,,,,,,,,,,,
22370,Unforeseen Hope,Season 4,My Hero Academia,My Hero Academia - Unforeseen Hope,4,12,episode,Nippon TV,1590035770,1590037109,1339,5/21/20 12:36 AM,5/21/20 12:58 AM,,,,,,,,,,,,
22371,Infinite 100%,Season 4,My Hero Academia,My Hero Academia - Infinite 100%,4,13,episode,Nippon TV,1590037170,1590038467,1297,5/21/20 12:59 AM,5/21/20 1:21 AM,,,,,,,,,,,,
22372,Bright Future,Season 4,My Hero Academia,My Hero Academia - Bright Future,4,14,episode,Nippon TV,1590038512,1590039344,832,5/21/20 1:21 AM,5/21/20 1:35 AM,,,,,,,,,,,,
22373,Smoldering Flames,Season 4,My Hero Academia,My Hero Academia - Smoldering Flames,4,15,episode,Nippon TV,1590722651,1590724101,1450,5/28/20 11:24 PM,5/28/20 11:48 PM,,,,,,,,,,,,
22374,Win Those Kids' Hearts,Season 4,My Hero Academia,My Hero Academia - Win Those Kids' Hearts,4,16,episode,Nippon TV,1590724136,1590725409,1273,5/28/20 11:48 PM,5/29/20 12:10 AM,,,,,,,,,,,,
22375,Relief for License Trainees,Season 4,My Hero Academia,My Hero Academia - Relief for License Trainees,4,17,episode,Nippon TV,1590725438,1590726698,1260,5/29/20 12:10 AM,5/29/20 12:31 AM,,,,,,,,,,,,
22376,School Festival,Season 4,My Hero Academia,My Hero Academia - School Festival,4,18,episode,Nippon TV,1590726784,1590728032,1248,5/29/20 12:33 AM,5/29/20 12:53 AM,,,,,,,,,,,,
22377,Prepping for the School Festival is the Most Fun Part,Season 4,My Hero Academia,My Hero Academia - Prepping for the School Festival is the Most Fun Part,4,19,episode,Nippon TV,1590889483,1590890955,1472,5/30/20 9:44 PM,5/30/20 10:09 PM,,,,,,,,,,,,
22378,Gold Tips Imperial,Season 4,My Hero Academia,My Hero Academia - Gold Tips Imperial,4,20,episode,Nippon TV,1590891115,1590892476,1361,5/30/20 10:11 PM,5/30/20 10:34 PM,,,,,,,,,,,,
22379,Deku vs. Gentle Criminal,Season 4,My Hero Academia,My Hero Academia - Deku vs. Gentle Criminal,4,21,episode,Nippon TV,1590892509,1590893804,1295,5/30/20 10:35 PM,5/30/20 10:56 PM,,,,,,,,,,,,
22380,School Festival Start!!,Season 4,My Hero Academia,My Hero Academia - School Festival Start!!,4,22,episode,Nippon TV,1590893846,1590895111,1265,5/30/20 10:57 PM,5/30/20 11:18 PM,,,,,,,,,,,,
22381,Let It Flow! School Festival!,Season 4,My Hero Academia,My Hero Academia - Let It Flow! School Festival!,4,23,episode,Nippon TV,1590895148,1590896417,1269,5/30/20 11:19 PM,5/30/20 11:40 PM,,,,,,,,,,,,
22382,Japanese Hero Billboard Chart,Season 4,My Hero Academia,My Hero Academia - Japanese Hero Billboard Chart,4,24,episode,Nippon TV,1590897025,1590897630,605,5/30/20 11:50 PM,5/31/20 12:00 AM,,,,,,,,,,,,
22383,His Start,Season 4,My Hero Academia,My Hero Academia - His Start,4,25,episode,Nippon TV,1590898457,1590899889,1432,5/31/20 12:14 AM,5/31/20 12:38 AM,,,,,,,,,,,,
24415,All Hands on Deck! Class 1-A,Season 5,My Hero Academia,My Hero Academia - All Hands on Deck! Class 1-A,5,1,episode,Nippon TV,1616851434,1616852875,1441,3/27/21 9:23 AM,3/27/21 9:47 AM,,,,,,,,,,,,
24533,Vestiges,Season 5,My Hero Academia,My Hero Academia - Vestiges,5,2,episode,Nippon TV,1617517476,1617519144,1668,4/4/21 2:24 AM,4/4/21 2:52 AM,,,,,,,,,,,,
24710,Clash! Class A vs. Class B!,Season 5,My Hero Academia,My Hero Academia - Clash! Class A vs. Class B!,5,3,episode,Nippon TV,1618075782,1618076967,1185,4/10/21 1:29 PM,4/10/21 1:49 PM,,,,,,,,,,,,
24897,"Make It Happen, Shinso!",Season 5,My Hero Academia,"My Hero Academia - Make It Happen, Shinso!",5,4,episode,Nippon TV,1618674762,1618676331,1569,4/17/21 11:52 AM,4/17/21 12:18 PM,,,,,,,,,,,,
25025,Operation New Improv Moves,Season 5,My Hero Academia,My Hero Academia - Operation New Improv Moves,5,5,episode,Nippon TV,1619268024,1619269652,1628,4/24/21 8:40 AM,4/24/21 9:07 AM,,,,,,,,,,,,
25631,Foresight,Season 5,My Hero Academia,My Hero Academia - Foresight,5,6,episode,Nippon TV,1619892839,1619895564,2725,5/1/21 2:13 PM,5/1/21 2:59 PM,,,,,,,,,,,,
25726,Match 3,Season 5,My Hero Academia,My Hero Academia - Match 3,5,7,episode,Nippon TV,1620498327,1620499887,1560,5/8/21 2:25 PM,5/8/21 2:51 PM,,,,,,,,,,,,
25746,Match 3 Conclusion,Season 5,My Hero Academia,My Hero Academia - Match 3 Conclusion,5,8,episode,Nippon TV,1621097229,1621098845,1616,5/15/21 12:47 PM,5/15/21 1:14 PM,,,,,,,,,,,,
25819,Early Bird!,Season 5,My Hero Academia,My Hero Academia - Early Bird!,5,9,episode,Nippon TV,1621697291,1621698662,1371,5/22/21 11:28 AM,5/22/21 11:51 AM,,,,,,,,,,,,
25942,That Which Is Inherited,Season 5,My Hero Academia,My Hero Academia - That Which Is Inherited,5,10,episode,Nippon TV,1622308670,1622310306,1636,5/29/21 1:17 PM,5/29/21 1:45 PM,,,,,,,,,,,,
25990,Our Brawl,Season 5,My Hero Academia,My Hero Academia - Our Brawl,5,11,episode,Nippon TV,1622922902,1622923211,309,6/5/21 3:55 PM,6/5/21 4:00 PM,,,,,,,,,,,,
26022,The New Power and All For One,Season 5,My Hero Academia,My Hero Academia - The New Power and All For One,5,12,episode,Nippon TV,1623510710,1623512348,1638,6/12/21 11:11 AM,6/12/21 11:39 AM,,,,,,,,,,,,
26039,Have a Merry Christmas!,Season 5,My Hero Academia,My Hero Academia - Have a Merry Christmas!,5,13,episode,Nippon TV,1624115678,1624116695,1017,6/19/21 11:14 AM,6/19/21 11:31 AM,,,,,,,,,,,,
26060,Off to Endeavor's Agency!,Season 5,My Hero Academia,My Hero Academia - Off to Endeavor's Agency!,5,14,episode,Nippon TV,1624710727,1624713175,2448,6/26/21 8:32 AM,6/26/21 9:12 AM,,,,,,,,,,,,
27158,One Thing at a Time,Season 5,My Hero Academia,My Hero Academia - One Thing at a Time,5,15,episode,Nippon TV,1625932850,1625934020,1170,7/10/21 12:00 PM,7/10/21 12:20 PM,,,,,,,,,,,,
27312,"Long Time No See, Selkie",Season 5,My Hero Academia,"My Hero Academia - Long Time No See, Selkie",5,16,episode,Nippon TV,1626548955,1626550591,1636,7/17/21 3:09 PM,7/17/21 3:36 PM,,,,,,,,,,,,
27961,The Hellish Todoroki Family,Season 5,My Hero Academia,My Hero Academia - The Hellish Todoroki Family,5,17,episode,Nippon TV,1627145715,1627148245,2530,7/24/21 12:55 PM,7/24/21 1:37 PM,,,,,,,,,,,,
28031,The Unforgiven,Season 5,My Hero Academia,My Hero Academia - The Unforgiven,5,18,episode,Nippon TV,1627761478,1627763350,1872,7/31/21 3:57 PM,7/31/21 4:29 PM,,,,,,,,,,,,
28130,More of a Hero Than Anyone,Season 5,My Hero Academia,My Hero Academia - More of a Hero Than Anyone,5,19,episode,Nippon TV,1628958691,1628960236,1545,8/14/21 12:31 PM,8/14/21 12:57 PM,,,,,,,,,,,,
28168,My Villain Academia,Season 5,My Hero Academia,My Hero Academia - My Villain Academia,5,20,episode,Nippon TV,1629562386,1629563967,1581,8/21/21 12:13 PM,8/21/21 12:39 PM,,,,,,,,,,,,
28181,Revival Party,Season 5,My Hero Academia,My Hero Academia - Revival Party,5,21,episode,Nippon TV,1630164207,1630165839,1632,8/28/21 11:23 AM,8/28/21 11:50 AM,,,,,,,,,,,,
28293,Sad Man's Parade,Season 5,My Hero Academia,My Hero Academia - Sad Man's Parade,5,22,episode,BONES,1630814449,1630815908,1459,9/5/21 12:00 AM,9/5/21 12:25 AM,,,,,,,,,,,,
28355,Tenko Shimura: Origin,Season 5,My Hero Academia,My Hero Academia - Tenko Shimura: Origin,5,23,episode,BONES,1631388404,1631389493,1089,9/11/21 3:26 PM,9/11/21 3:44 PM,,,,,,,,,,,,
28783,"The High, Deep Blue Sky",Season 5,My Hero Academia,"My Hero Academia - The High, Deep Blue Sky",5,25,episode,BONES,1632585248,1632585493,245,9/25/21 11:54 AM,9/25/21 11:58 AM,,,,,,,,,,,,
27223,My Story,Season 1,My Love Story!!,My Love Story!! - My Story,1,1,episode,Nippon TV,1628474955,1628476330,1375,8/8/21 10:09 PM,8/8/21 10:32 PM,,,,,,,,,,,,
27224,My Romance,Season 1,My Love Story!!,My Love Story!! - My Romance,1,2,episode,Nippon TV,1629246525,1629247917,1392,8/17/21 8:28 PM,8/17/21 8:51 PM,,,,,,,,,,,,
27225,My Blue Ogre,Season 1,My Love Story!!,My Love Story!! - My Blue Ogre,1,3,episode,Nippon TV,1629247927,1629249253,1326,8/17/21 8:52 PM,8/17/21 9:14 PM,,,,,,,,,,,,
27226,My Boyfriend,Season 1,My Love Story!!,My Love Story!! - My Boyfriend,1,4,episode,Nippon TV,1629249263,1629250490,1227,8/17/21 9:14 PM,8/17/21 9:34 PM,,,,,,,,,,,,
27227,I'm Dense,Season 1,My Love Story!!,My Love Story!! - I'm Dense,1,5,episode,Nippon TV,1629250500,1629251910,1410,8/17/21 9:35 PM,8/17/21 9:58 PM,,,,,,,,,,,,
27228,My Wish,Season 1,My Love Story!!,My Love Story!! - My Wish,1,6,episode,Nippon TV,1630112311,1630113625,1314,8/27/21 8:58 PM,8/27/21 9:20 PM,,,,,,,,,,,,
27229,My Strength,Season 1,My Love Story!!,My Love Story!! - My Strength,1,7,episode,Nippon TV,1630113635,1630114895,1260,8/27/21 9:20 PM,8/27/21 9:41 PM,,,,,,,,,,,,
27230,My Friend,Season 1,My Love Story!!,My Love Story!! - My Friend,1,8,episode,Nippon TV,1630114904,1630116144,1240,8/27/21 9:41 PM,8/27/21 10:02 PM,,,,,,,,,,,,
27231,My Friend and I,Season 1,My Love Story!!,My Love Story!! - My Friend and I,1,9,episode,Nippon TV,1630116154,1630117452,1298,8/27/21 10:02 PM,8/27/21 10:24 PM,,,,,,,,,,,,
27232,My Mountain,Season 1,My Love Story!!,My Love Story!! - My Mountain,1,10,episode,Madhouse,1631842992,1631844310,1318,9/16/21 9:43 PM,9/16/21 10:05 PM,,,,,,,,,,,,
27233,My Ocean,Season 1,My Love Story!!,My Love Story!! - My Ocean,1,11,episode,Madhouse,1631844310,1631845570,1260,9/16/21 10:05 PM,9/16/21 10:26 PM,,,,,,,,,,,,
27234,My Scores,Season 1,My Love Story!!,My Love Story!! - My Scores,1,12,episode,Madhouse,1631845574,1631846996,1422,9/16/21 10:26 PM,9/16/21 10:49 PM,,,,,,,,,,,,
27235,"Today, It's On Me",Season 1,My Love Story!!,"My Love Story!! - Today, It's On Me",1,13,episode,Madhouse,1633568868,1633570173,1305,10/6/21 9:07 PM,10/6/21 9:29 PM,,,,,,,,,,,,
27236,My Jinx,Season 1,My Love Story!!,My Love Story!! - My Jinx,1,14,episode,Madhouse,1633570187,1633571427,1240,10/6/21 9:29 PM,10/6/21 9:50 PM,,,,,,,,,,,,
27237,My Girlfriend,Season 1,My Love Story!!,My Love Story!! - My Girlfriend,1,15,episode,Madhouse,1633571440,1633572715,1275,10/6/21 9:50 PM,10/6/21 10:11 PM,,,,,,,,,,,,
27238,My Pupil,Season 1,My Love Story!!,My Love Story!! - My Pupil,1,16,episode,Madhouse,1633572772,1633574111,1339,10/6/21 10:12 PM,10/6/21 10:35 PM,,,,,,,,,,,,
27239,My Christmas,Season 1,My Love Story!!,My Love Story!! - My Christmas,1,17,episode,Madhouse,1634260182,1634261486,1304,10/14/21 9:09 PM,10/14/21 9:31 PM,,,,,,,,,,,,
27240,My Birthday,Season 1,My Love Story!!,My Love Story!! - My Birthday,1,18,episode,Madhouse,1634261499,1634262710,1211,10/14/21 9:31 PM,10/14/21 9:51 PM,,,,,,,,,,,,
